path,sentence,accents,age,gender
common_voice_ko_35852207,그래봐야 아무것도 얻을 것이 없다.,South Korea,thirties,male
common_voice_ko_35852235,고즈넉히 일어서서 피아노 앞에 가서 그의 어깨에 가만히 손을 얹었습니다.,South Korea,thirties,male
common_voice_ko_35852236,난장보살은 호미로 땅을 치며 이렇게 소리쳤다.,South Korea,thirties,male
common_voice_ko_35852237,슬기론 인민의 이 영광.,South Korea,thirties,male
common_voice_ko_35852238,동무는 무슨 말인지 잘 알아듣지 못하고 이렇게 되풀이하며 신철이를 똑바로 쳐다보았다.,South Korea,thirties,male
common_voice_ko_35852239,그는 이리저리 피하면서 길 한 옆으로 걸어갔다.,South Korea,thirties,male
common_voice_ko_35887285,그리고 그가 걸어갈 장차의 앞길까지도 저 길가같이 훤하게 내다보였다.,South Korea,thirties,male
common_voice_ko_35887286,아까 옥점이가 그의 아버지에게 양복쟁이를 소개하던 것을 얼핏 생각하였다.,South Korea,thirties,male
common_voice_ko_35887287,실행할 당연한 일이건만.,South Korea,thirties,male
common_voice_ko_35887288,세 살 버릇 여든까지 간다.,South Korea,thirties,male
common_voice_ko_35887289,비 맞은 나뭇가지 새 움이 뾰죽뾰죽.,South Korea,thirties,male
common_voice_ko_35972929,난 집에 들어가자마자 체포됐어.,South Korea,thirties,male
common_voice_ko_35972930,"성공의 비결은 단 한 가지, 잘 할 수 있는 일에 광적으로 집중하는 것이다.",South Korea,thirties,male
common_voice_ko_35972931,신철이는 그 밥을 못다 먹고 그만 일어나 나왔다.,South Korea,thirties,male
common_voice_ko_35972932,늙고 불쌍한 너의 모는 죽지 못하여 모진 목숨을 그럭저럭 부지하여 간다.,South Korea,thirties,male
common_voice_ko_35972933,간난이 역시 덕호의 얼굴이 떠올라서 불쾌하였다.,South Korea,thirties,male
common_voice_ko_36880067,그 이웃을 쳐서 거짓 증거하는 사람은 방망이요 칼이요 뾰족한 살이니라.,South Korea,twenties,female
common_voice_ko_36880068,무릇 경영은 의논함으로 성취하나니 모략을 베풀고 전쟁할지니라.,South Korea,twenties,female
common_voice_ko_36880069,그와 동시에 애상적이던 기분은 구름과 같이 흩어지고 안개처럼 스러졌다.,South Korea,twenties,female
common_voice_ko_36880070,하면서도 기천은 동혁이가 먹는다는 바람에 숨도 아니 쉬고 쪼옥 들이켰다.,South Korea,twenties,female
Voice_2705_078,오늘은 정말 추운 날씨네요.,France,twenties,male
Voice_2705_079,저는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_2705_080,이 카페의 음료는 정말 맛있어요.,France,twenties,male
Voice_2705_081,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_2705_082,저는 매일 아침 운동을 해요.,France,twenties,male
Voice_2705_083,이 책은 정말 재미있어요.,France,twenties,male
Voice_2705_084,저는 한국어를 공부하고 있어요.,France,twenties,male
Voice_2705_085,이 음식은 조금 매워요.,France,twenties,male
Voice_2705_086,저는 내일 시험이 있어요.,France,twenties,male
Voice_2705_087,이 음악은 정말 좋네요.,France,twenties,male
Voice_2705_088,저는 주말에 가족과 함께 시간을 보내요.,France,twenties,male
Voice_2705_089,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_2705_090,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_2705_091,이 옷은 정말 예뻐요.,France,twenties,male
Voice_2705_092,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_2705_093,이 공원은 정말 아름다워요.,France,twenties,male
Voice_2705_094,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_2705_095,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_2705_096,저는 한국 드라마를 좋아해요.,France,twenties,male
Voice_2705_097,이 음식은 정말 맛있어요.,France,twenties,male
Voice_2705_098,오늘은 날씨가 매우 좋네요.,France,twenties,male
Voice_2705_099,저는 주말에 여행 갈 거예요.,France,twenties,male
Voice_2705_100,이 카페는 정말 조용해요.,France,twenties,male
Voice_2705_101,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_2705_102,이 영화는 정말 슬펐어요.,France,twenties,male
common_voice_ko_36880071,다 좋았는데 원두만큼은 조금 신 것 같아 아쉬웠어.,South Korea,twenties,female
common_voice_ko_36880073,그 것은 회원들이 여러 달을 두고 조사해 온 것으로 매우 정확한 통계였다.,South Korea,twenties,female
common_voice_ko_36880074,그는 곧 울고 싶은 감정을 느꼈다.,South Korea,twenties,female
common_voice_ko_36880075,옷 그렇게 벗지 말라고.,South Korea,twenties,female
common_voice_ko_36880076,의사에게 죽음의 선고를 받은 줄도 모르는 영신은 주사 기운에 조금 의식을 회복하였다.,South Korea,twenties,female
common_voice_ko_36880077,날씨 또한 백프로 정확한 예측은 불가능한데요.,South Korea,twenties,female
common_voice_ko_36880078,그는 청아를 자기 가슴에다 꼭 끼어안아 보았다.,South Korea,twenties,female
common_voice_ko_36880080,껄끄러운 애 내쫓아주겠다니까 차장이 선배 이쁘대요?,South Korea,twenties,female
common_voice_ko_36880081,병원에만 계속 있으면 병납니다.,South Korea,twenties,female
common_voice_ko_36880299,공연한 소리 하지 말고 어서 가세.,South Korea,twenties,female
common_voice_ko_36880300,묻는 아버지의 목소리는 아까 꾸짖던 때와는 딴판으로 부드럽다.,South Korea,twenties,female
common_voice_ko_36880301,하면서도 좀더 시원하게 들여대지를 못하고 온 것이 종시 분하였다.,South Korea,twenties,female
common_voice_ko_36880302,하면서 허리에 휘감긴 동혁의 팔을 슬그머니 풀었다.,South Korea,twenties,female
common_voice_ko_36880303,따라서 이때껏 느껴 보지 못한 어떤 불안을 가슴이 답답하도록 느꼈다.,South Korea,twenties,female
common_voice_ko_36880304,선비는 받아 가지고 간난의 뒤를 따랐다.,South Korea,twenties,female
common_voice_ko_36880306,네가 돌아올 때까지 기다리고 있으마!,South Korea,twenties,female
common_voice_ko_36880307,그래서 거지 안을 뒤져 보니 아무것도 잡히지 않았다.,South Korea,twenties,female
common_voice_ko_36880308,새벽배송보다도 로켓배송보다도 빠른 양자 배송 서비스를 오늘부터 시작합니다.,South Korea,twenties,female
common_voice_ko_36880309,강아지가 꼬리를 흔들듯이 뾰족한 발끝을 달달달 까분다.,South Korea,twenties,female
common_voice_ko_36880310,아니다 결코 아니다.,South Korea,twenties,female
common_voice_ko_36880312,지금 거신 번호는 없는 번호입니다.,South Korea,twenties,female
common_voice_ko_36880313,덕호는 선비를 힘껏 껴안아 보고 나서 밖으로 나갔다.,South Korea,twenties,female
common_voice_ko_36880315,요즘 영어권에서는 구글 검색 대신에 레딧 같은 커뮤니티 사이트에서 검색한다죠?,South Korea,twenties,female
common_voice_ko_36880316,청하는 이쪽 노를 저으면서 소리를 지른다.,South Korea,twenties,female
common_voice_ko_36880322,물에 비취이면 얼굴이 서로 같은 것 같이 사람의 마음도 서로 비취느니라.,South Korea,twenties,female
common_voice_ko_36880323,여러 사람의 앞으로 한 걸음 다가서며 그 검붉은 얼굴이 매우 긴장해진다.,South Korea,twenties,female
common_voice_ko_36880324,여전히 사건 파악을 못 하고 있는데도?,South Korea,twenties,female
common_voice_ko_36880325,하나님이 뭍을 땅이라 칭하시고 모인 물을 바다라 칭하시니라 하나님의 보시기에 좋았더라.,South Korea,twenties,female
common_voice_ko_36880333,외눈까풀이는 빙긋이 웃으며 신철이가 주저앉히는 대로 앉아서 방 안을 휘 돌아보았다.,South Korea,twenties,female
common_voice_ko_36880336,토요일에는 가족과 함께 쿠키를 구울 것입니다.,South Korea,twenties,female
common_voice_ko_36880341,이거리를 둘이서 걸어요.,South Korea,twenties,female
common_voice_ko_36880342,나는 털썩 그 자리에 주저앉고 말았습니다.,South Korea,twenties,female
common_voice_ko_36880343,주문하실 상품의 개수는 몇 개인가요?,South Korea,twenties,female
common_voice_ko_36880354,간난이는 생긋 웃어 보이며 머리를 흔들었다.,South Korea,twenties,female
common_voice_ko_36880355,국무총리는 국회의 동의를 얻어 대통령이 임명한다.,South Korea,twenties,female
common_voice_ko_36880357,너는 벙어리와 고독한 자의 송사를 위하여 입을 열지니라.,South Korea,twenties,female
common_voice_ko_36880358,무어가 무언지 분간할 수 없는 나는 이렇게 물었다.,South Korea,twenties,female
common_voice_ko_36880359,아직 대문은 걸린 채 그대로 있었다.,South Korea,twenties,female
Voice_2705_103,오늘 아침에 일어나자마자 따뜻한 커피를 한 잔 마셨어요.,China,twenties,male
Voice_2705_104,친구와 약속이 있어서 지하철을 타고 시내에 갔어요.,China,twenties,male
Voice_2705_105,비가 많이 와서 우산을 쓰고 집에 돌아왔어요.,China,twenties,male
Voice_2705_106,한국어를 배우는 것이 생각보다 어렵지만 재미있어요.,China,twenties,male
Voice_2705_107,저녁에는 가족들과 함께 맛있는 음식을 먹으러 갔어요.,China,twenties,male
Voice_2705_108,오늘은 해야 할 일이 너무 많아서 조금 피곤해요.,China,twenties,male
Voice_2705_109,주말마다 공원에서 산책하는 것을 좋아해요.,China,twenties,male
Voice_2705_110,휴대폰을 집에 두고 나와서 많이 불편했어요.,China,twenties,male
Voice_2705_111,여행을 가기 전에 미리 계획을 잘 세워야 해요.,China,twenties,male
Voice_2705_112,오늘 도서관에서 중요한 책을 빌렸어요.,China,twenties,male
Voice_2705_113,아직 숙제를 다 끝내지 못해서 걱정돼요.,China,twenties,male
Voice_2705_114,날씨가 추워지니까 따뜻하게 입고 나가세요.,China,twenties,male
Voice_2705_115,어제 본 영화가 너무 감동적이어서 눈물이 났어요.,China,twenties,male
Voice_2705_116,새로운 친구를 만나서 정말 기뻤어요.,China,twenties,male
Voice_2705_117,시간이 있을 때마다 한국 드라마를 자주 봐요.,China,twenties,male
Voice_2705_118,아침마다 일찍 일어나서 운동하는 습관을 들이고 있어요.,China,twenties,male
Voice_2705_119,요즘 날씨가 변덕스러워서 옷을 어떻게 입어야 할지 모르겠어요.,China,twenties,male
Voice_2705_120,시험이 끝난 후에 친구들과 함께 여행을 가기로 했어요.,China,twenties,male
Voice_2705_121,학교에서 발표를 해야 해서 조금 긴장되고 떨렸어요.,China,twenties,male
Voice_2705_122,주말에 시간이 나면 가족과 함께 맛집을 찾아가곤 해요.,China,twenties,male
common_voice_ko_36880363,"어리석은 자는 멀리서 행복을 찾고, 현명한 자는 자신의 발치에서 행복을 키워간다.",South Korea,twenties,female
common_voice_ko_36880364,즐겁고 재미있는 콘텐츠를 만들 작가를 모집합니다.,South Korea,twenties,female
common_voice_ko_36880365,동화가 마주 가서 어머니의 머리에서 함지박을 받아 들고 뛰어왔다.,South Korea,twenties,female
common_voice_ko_36880366,그리고 그 커다란 눈을 둥그렇게 떴다.,South Korea,twenties,female
common_voice_ko_36880367,그리고 부끄럽지만 않으면 어젯밤 일을 아버지에게 자랑하고 싶었다.,South Korea,twenties,female
common_voice_ko_36880372,부르짖으며 발길로 벽을 걷어차고 일어났다.,South Korea,twenties,female
common_voice_ko_36880373,나오는 줄 모르고 이런 말을 하고도 가슴이 선뜩하였다.,South Korea,twenties,female
common_voice_ko_36880380,저 뒤에 동영상으로 주암동 사건 개요가 나올 겁니다.,South Korea,twenties,female
common_voice_ko_36880381,먼 땅에서 오는 좋은 기별은 목마른 사람에게 냉수 같으니라.,South Korea,twenties,female
common_voice_ko_36880382,"예, 덕분에...",South Korea,twenties,female
common_voice_ko_36880386,김첨지는 원망스럽게 전차 타는 이를 노리고 있었다.,South Korea,twenties,female
common_voice_ko_36880388,그러나 그네들은 운동꾼이 아니요 구경꾼인 것은 물론이다.,South Korea,twenties,female
common_voice_ko_36880393,"갑자기 튀어져 나오는 광포, 거기 연한 쾌미, 흥소.",South Korea,twenties,female
common_voice_ko_36880394,그때 전깃불이 꺼풋 하고 꺼져 버렸다.,South Korea,twenties,female
common_voice_ko_36880395,마음의 정결을 사모하는 자의 입술에는 덕이 있으므로 임금이 그의 친구가 되느니라.,South Korea,twenties,female
common_voice_ko_36880400,게으른 자는 말하기를 사자가 밖에 있은즉 내가 나가면 거리에서 찢기겠다 하느니라.,South Korea,twenties,female
common_voice_ko_36880401,"그럼, 내일 오랍쇼니까?",South Korea,twenties,female
common_voice_ko_36880402,"반갑습니다 고객님, 희망을 전해드리는 통신사 케이알 정보통신입니다. 무엇을 도와드릴까요?",South Korea,twenties,female
common_voice_ko_36880403,동혁은 체격과는 정반대로 아이들을 보면 귀여워서 사지를 못 쓴다.,South Korea,twenties,female
common_voice_ko_36880404,그는 나를 밀쳐 버린 다음에 그 음보를 들고서 읽기 시작하였습니다.,South Korea,twenties,female
common_voice_ko_36880405,그리고 이 집에서 옥점이를 어떻게 귀여워하는 것을 잠시간이라도 알 수가 있다.,South Korea,twenties,female
common_voice_ko_36880406,앞뜰과 뒷동산의 앙상한 삭정이를 휩쓰는 바람 소리만 파도 소리처럼 쏴아쏴아 하고 지나간다.,South Korea,twenties,female
common_voice_ko_36880407,가만히 그의 두 손을 잡았다.,South Korea,twenties,female
common_voice_ko_36880408,안개 같은 감정이 그의 가슴에서 이리 서리고 저리 엉클어진다.,South Korea,twenties,female
common_voice_ko_36880409,아까까지 영신은 그 불을 얕은 하늘의 별들이 반짝이는 줄로만 알고있었다.,South Korea,twenties,female
common_voice_ko_36880410,"골김에 그저 이놈의 장인님, 하고 댓돌에다 메꼰코 우리 고향으로 내뺄까 하다가 꾹꾹 참고 말았다.",South Korea,twenties,female
common_voice_ko_36880411,커다랗게 흉내를 내어서 여러 사람은 천장을 우러러 간간대소를 하였다.,South Korea,twenties,female
common_voice_ko_36880412,그때 신철이는 옥점 어머니가 선비를 나무랄 때 찡그리던 얼굴임을 얼핏 발견하였다.,South Korea,twenties,female
common_voice_ko_36880413,의심하는 마음과 한꺼번에 일어나는 것은 질투였다.,South Korea,twenties,female
common_voice_ko_36880414,애가 말라서 간청을 하는 것이었다.,South Korea,twenties,female
common_voice_ko_36880415,오늘 밤은 특히 애들의 재미난 유희가 있다고 해서 유서방이며 덕호까지도 모두 갔던 것이다.,South Korea,twenties,female
common_voice_ko_36880417,여보게 김첨지.,South Korea,twenties,female
common_voice_ko_36880418,그의 연지 바른 입이 가까이만 가도 불같이 뜨거워 춘우의 피를 태울 듯하였다.,South Korea,twenties,female
common_voice_ko_36880419,덕호는 이불로 몸을 가리고 일어앉아 물그릇을 받으며 이렇게 말하였다.,South Korea,twenties,female
common_voice_ko_36880421,그는 얼른 뒷문 편으로 몸을 피하였다.,South Korea,twenties,female
common_voice_ko_36880422,뜨거운 볕이 그의 전신을 후끈하게 하였다.,South Korea,twenties,female
common_voice_ko_36880423,뱁새가 황새를 따르려다간 다리가 찢어지는 줄 모르구 덮어놓고 날뛰는구나.,South Korea,twenties,female
common_voice_ko_36880425,삼십 년 전에 자네가 나오기 전에 세상 떠난.,South Korea,twenties,female
common_voice_ko_36880426,종을 어렸을 때부터 곱게 양육하면 그가 나중에는 자식인 체하리라.,South Korea,twenties,female
common_voice_ko_39745083,그는 검버섯이 돋은 이마에 주름살을 잡으며 머리 위를 우러러본다.,South Korea,twenties,female
common_voice_ko_39745087,지금은 지팽이를 짚으시고도 별로 나다니시지를 못하셔요.,South Korea,twenties,female
common_voice_ko_39745088,내가 가장 좋아하는 과목은 체육이다.,South Korea,twenties,female
common_voice_ko_39745089,홍길동 회장님 비서입니다.,South Korea,twenties,female
common_voice_ko_39745090,지금 누구를 만나고 있기는 한데.,South Korea,twenties,female
common_voice_ko_39745091,출입문 닫습니다.,South Korea,twenties,female
common_voice_ko_39745093,중학을 졸업한 뒤에는 이젠 어머니를 위하여 그는 학업을 중지하지 않을 수가 없었습니다.,South Korea,twenties,female
common_voice_ko_39745114,일에 바쁜 꿀벌은 슬퍼할 겨를도 없다는 격언이 있지 않은가.,South Korea,twenties,female
common_voice_ko_39745115,그러자 그 돈 벌 용기가 병자에 대한 염려를 사르고 말았다.,South Korea,twenties,female
common_voice_ko_39745121,춘우는 자리 위에 그대로 쓰러지어 고단한 다리를 펴려 하여 두 다리를 쭉 뻗었다.,South Korea,twenties,female
common_voice_ko_39745123,덕호는 그가 너무 미워서 이름도 부르지 않는 것이다.,South Korea,twenties,female
common_voice_ko_39745124,동혁은 못 이기는 체하고 따라 들어갔다.,South Korea,twenties,female
common_voice_ko_39745125,운전수를 끌어내려 퍽퍽 두드려 주고 싶었다.,South Korea,twenties,female
common_voice_ko_39745150,그리고 선비 입에서 무슨 말이 나오기를 기다렸다.,South Korea,twenties,female
common_voice_ko_39745163,정근이더러 무슨 말이라도 꺼내라고 재촉 비슷이 한다.,South Korea,twenties,female
common_voice_ko_39745164,그의 속을 뚫고 보려는 듯한 옥점이의 강한 시선을 그는 약간 피하였다.,South Korea,twenties,female
common_voice_ko_39745166,그러한 칠팔 년이 지난 뒤에 그는 아주 폐인이 되고 말았습니다.,South Korea,twenties,female
common_voice_ko_39745188,그는 자기가 누운 동안 하루도 주야학을 쉬지 못하게 하였다.,South Korea,twenties,female
common_voice_ko_39745191,또 한 잔 먹고 나서 김첨지는 치삼의 어깨를 치며 문득 껄껄 웃는다.,South Korea,twenties,female
common_voice_ko_39745208,그때 맞은편 방에서는 웃음소리가 하하 하고 흘러나왔다.,South Korea,twenties,female
common_voice_ko_39745210,그리고 뛰노는 가슴을 진정하며 기침을 하였다.,South Korea,twenties,female
common_voice_ko_39745211,"좀 급속도로 시작된 빈곤, 거기 연하여 주림, 꺼져가는 불꽃과 같은 목숨.",South Korea,twenties,female
common_voice_ko_39745230,그는 무의식간에 볼을 슬슬 어루만지며 벌컥 일어났다.,South Korea,twenties,female
common_voice_ko_39745231,웬일인지 선비는 가슴이 답답해지며 얼른 대답이 나가지 않았다.,South Korea,twenties,female
common_voice_ko_36880087,배고픈데 지금 저녁 식사를 먹으면 너무 이를까?,South Korea,twenties,male
common_voice_ko_36880090,동혁은 가슴을 봉긋이 내밀며 숨을 깊닿게 들여마셨다.,South Korea,twenties,male
common_voice_ko_36880096,그는 기침을 안 하려고 입을 꼭 다문 후에 숨을 쉬지 않았다.,South Korea,twenties,male
common_voice_ko_36880097,동혁은 입술을 꽉 깨물고 원재의 뒤를 따라 묵묵히 논틀 밭틀을 걸었다.,South Korea,twenties,male
common_voice_ko_36880098,대한 사람 대한으로 길이 보전하세.,South Korea,twenties,male
common_voice_ko_36880102,내가 두 가지 일을 주께 구하였사오니 나의 죽기 전에 주시옵소서.,South Korea,twenties,male
common_voice_ko_36880103,하더니 미리부터 허리를 구부리며 집 속으로 기어들어간다.,South Korea,twenties,male
common_voice_ko_36880104,긴 말은 쓸 수 없으나 오직 건강에 각별히 주의해 주십시오.,South Korea,twenties,male
common_voice_ko_36880105,여러 해 별러 오던 농우회의 회관을 지으려고 오늘 저녁에 그 지경을 닦는 것이다.,South Korea,twenties,male
common_voice_ko_36880106,옥점 어머니는 저고리 고름을 매고 버선을 신는다.,South Korea,twenties,male
common_voice_ko_36880112,이웃에게 아첨하는 것은 그의 발 앞에 그물을 치는 것이니라.,South Korea,twenties,male
common_voice_ko_36880114,실상인즉 뻔히 섰던 것이 아니라.,South Korea,twenties,male
common_voice_ko_36880115,취조실 문이 열리는 소리에 바작바작 졸이고 섰던 영신의 가슴은 달칵 내려앉았다.,South Korea,twenties,male
common_voice_ko_36880116,안방에 모였던 다른 청년들도 서넛이나 원재의 뒤를 따라 들어왔다.,South Korea,twenties,male
common_voice_ko_36880117,그리고 흐르는 물 속으로 빛나는 차돌을 물끄러미 들여다보았다.,South Korea,twenties,male
common_voice_ko_36880123,그와 동시에 기천의 가슴도 쿵 하고 울렸다.,South Korea,twenties,male
common_voice_ko_36880124,우리 기상일세.,South Korea,twenties,male
common_voice_ko_36880125,춘우는 모래 위에 앉아서 멀리 서울 쪽을 바라보고 앉아 있었다.,South Korea,twenties,male
common_voice_ko_36880127,얼마나 불편해도 가만있어야지.,South Korea,twenties,male
common_voice_ko_36880128,부자는 가난한 자를 주관하고 빚진 자는 채주의 종이 되느니라.,South Korea,twenties,male
common_voice_ko_36880130,"필요가 발명의 어머니라는 건 누구나 아는 사실이지만, 특허에도 유지비가 들어간다는 것도 유념해주세요.",South Korea,twenties,male
common_voice_ko_36880133,동영상 같이 보시고 제가 이 질문 드리면 교수님이 그때부터 말씀하시면 돼요.,South Korea,twenties,male
common_voice_ko_36880134,로마는 하루아침에 이루어진 것이 아니다.,South Korea,twenties,male
common_voice_ko_36880135,이는 혁신을 저지하는 것입니다.,South Korea,twenties,male
common_voice_ko_36880136,그들은 나에게 힘을 준다.,South Korea,twenties,male
common_voice_ko_36880140,가난한 자를 구제하는 자는 궁핍하지 아니 하려니와 못본체 하는 자에게는 저주가 많으리라.,South Korea,twenties,male
common_voice_ko_36880142,그는 그와 한 학급에 있는 인호였다.,South Korea,twenties,male
common_voice_ko_36880148,나를 버리고 가시는 님은 십리도 못가서 발병난다.,South Korea,twenties,male
common_voice_ko_36880149,충성된 자는 복이 많아도 속히 부하고자 하는 자는 형벌을 면치 못하리라.,South Korea,twenties,male
common_voice_ko_36880150,이서방은 물끄러미 이것을 바라보며 가슴이 후련해졌다.,South Korea,twenties,male
common_voice_ko_36880151,제가 지금 좀 너무 급해서요.,South Korea,twenties,male
common_voice_ko_36880152,우리 마누라가 죽었다네.,South Korea,twenties,male
common_voice_ko_36880159,아침에 종소리만 들리면 입술을 깨물며 문고리를 붙잡고 일어났다.,South Korea,twenties,male
common_voice_ko_36880160,르무엘왕의 말씀한바 곧 그 어머니가 그를 훈계한 잠언이라.,South Korea,twenties,male
common_voice_ko_36880161,선생님 소개 끝나면 저쪽 자리에 앉으시면 됩니다.,South Korea,twenties,male
common_voice_ko_36880162,유명한 광염 소나타의 작가 말씀이지요?,South Korea,twenties,male
common_voice_ko_36880167,장인이 온갖 것을 만들지라도 미련한 자를 고용하는 것은 지나가는 자를 고용함과 같으니라.,South Korea,twenties,male
common_voice_ko_36880168,쥐어 터져서 병원비 내는 건 못 참는다.,South Korea,twenties,male
common_voice_ko_36880169,형제는 머리끝이 쭈뼛해서 문칫하고 서지 않을 수 없었다.,South Korea,twenties,male
common_voice_ko_36880170,거짓말하는 자는 자기의 해한 자를 미워하고 아첨하는 입은 패망을 일으키느니라.,South Korea,twenties,male
common_voice_ko_36880174,모기 소리같이 중얼거리고 숨을 걸그렁걸그렁하였다.,South Korea,twenties,male
common_voice_ko_36880175,여호와 하나님이 에덴동산에서 그 사람을 내어 보내어.,South Korea,twenties,male
common_voice_ko_36880176,정은배 씨와 마동혁 씨의 음악을 굉장히 다르다고 생각했거든요.,South Korea,twenties,male
common_voice_ko_36880177,그때에 비단을 찢는 듯한 옥점의 조소가 들리는 듯하여 그는 얼핏 머리를 숙였다.,South Korea,twenties,male
common_voice_ko_36880178,웬일인지 선비가 울면 할멈은 번번이 따라 울곤 하였던 것이다.,South Korea,twenties,male
common_voice_ko_36880180,"여기 편의점은 이십사시간 내내 열지는 않으니까, 필요한 게 있으면 미리 사두세요.",South Korea,twenties,male
common_voice_ko_36880181,용서해 주십시오.,South Korea,twenties,male
common_voice_ko_36880182,제일항의 지시를 받은 당해 행정기관은 이에 응하여야 한다.,South Korea,twenties,male
common_voice_ko_36880183,목요일에 게임을 하시겠습니까?,South Korea,twenties,male
common_voice_ko_36880184,엄중히 명령을 한 뒤에 다시 회관으로 들어갔다.,South Korea,twenties,male
common_voice_ko_36880185,하고 창하는 춘우의 얼굴을 한참이나 물끄러미 들여다보았다.,South Korea,twenties,male
common_voice_ko_36880186,그는 저 싸락눈을 보니 한층더 가슴이 죄어들었다.,South Korea,twenties,male
common_voice_ko_36880187,영숙도 약간 얼굴에 피가 올라오며 목소리가 높아진다.,South Korea,twenties,male
common_voice_ko_36880188,이 곳은 마차 시위가 이루어지고 있는 판교 도심 한복판입니다.,South Korea,twenties,male
common_voice_ko_36880189,물러나서 조용하게 구하면 배울 수 있는 스승은 많다.,South Korea,twenties,male
common_voice_ko_36880190,여동생이 점점 어머니를 닮았나 보다.,South Korea,twenties,male
common_voice_ko_36880191,심판 자리에 앉은 왕은 그 눈으로 모든 악을 흩어지게 하느니라.,South Korea,twenties,male
common_voice_ko_36880192,눈물이 앞을 가리어 그의 얼굴이 희미하게 보인다.,South Korea,twenties,male
common_voice_ko_36880193,이렇게 하면 당신네들이 앞으로는 다 부자가 될 것이오.,South Korea,twenties,male
common_voice_ko_36880194,황금정에서는 용산으로 가는 듯한 월급쟁이들이 가득 들이몰리었다.,South Korea,twenties,male
common_voice_ko_36880195,건넛마을에서 졸린 듯한 닭 우는 소리가 들렸다.,South Korea,twenties,male
common_voice_ko_36880196,이것이 이 좋은 새 옷을 준 데 대한 흥선의 인사였다.,South Korea,twenties,male
common_voice_ko_36880197,삶을 사는 데는 단 두가지 방법이 있다.,South Korea,twenties,male
common_voice_ko_36880198,그때 세계 경제의 흐름이 심상찮았다.,South Korea,twenties,male
common_voice_ko_36880200,보라 이 사람이 선악을 아는 일에 우리 중 하나 같이 되었으니.,South Korea,twenties,male
common_voice_ko_36880201,여자의 말에 따라 정근은 뇌란 얼굴을 쳐들었다.,South Korea,twenties,male
common_voice_ko_36880202,"자, 여기 어떤 상점이 있다 합시다.",South Korea,twenties,male
common_voice_ko_36880204,간난이는 얼른 선비를 보며 호호 웃었다.,South Korea,twenties,male
common_voice_ko_36880206,이런 경우에 자네를 힘껏 붙잡지를 못허는 게 무한히 슬플 뿐일세.,South Korea,twenties,male
common_voice_ko_36880207,계집애들은 동요를 부르듯 하면서 영신의 손에 소매에 치맛자락에 매어달려서 까치처럼 깡충깡충 뛴다.,South Korea,twenties,male
common_voice_ko_36880208,우리나라가 민주국가인 한 정치적 폭력을 규탄해야 합니다.,South Korea,twenties,male
common_voice_ko_36880209,그때 그는 경찰서에서 고문받던 생각을 하고 소름이 쭉 끼쳤다.,South Korea,twenties,male
common_voice_ko_36880210,스스로 묻기도 하고 한숨도 짓는다.,South Korea,twenties,male
common_voice_ko_36880211,그는 마시고 빈궁한 것을 잊어버리겠고 다시 그 고통을 기억지 아니하리라.,South Korea,twenties,male
common_voice_ko_36880213,그는 구두를 벗고 방 안을 얼른 살펴보았다.,South Korea,twenties,male
common_voice_ko_36880214,길로 지나다가 자기에게 상관없는 다툼을 간섭하는 자는 개 귀를 잡는 자와 같으니라.,South Korea,twenties,male
common_voice_ko_36880215,박첨지는 마누라를 흘깃 돌려다보고 중얼중얼 군소리하듯 한다.,South Korea,twenties,male
common_voice_ko_36880216,첫째는 무슨 말을 하려다가 말끝을 잊었다.,South Korea,twenties,male
common_voice_ko_36880217,일포는 못 들은 체하고 있다가 여전히 또 우벼 내서 맡아 보곤 하였다.,South Korea,twenties,male
common_voice_ko_36880218,자기의 마음을 제어하지 아니하는 자는 성읍이 무너지고 성벽이 없는 것 같으니라.,South Korea,twenties,male
common_voice_ko_36880220,그의 가슴에는 또다시 그 실뭉치가 욱 쓸어 올라온다.,South Korea,twenties,male
common_voice_ko_36880221,투표된 점수를 적어 들고 이름을 부르는 구장의 손과 입은 함께 떨렸다.,South Korea,twenties,male
common_voice_ko_36880224,그럴 것이다.,South Korea,twenties,male
common_voice_ko_36880225,암만 사정허듯 타일러두 점점 왜먹기만 허는걸.,South Korea,twenties,male
common_voice_ko_36880226,나는 작년에 조선 왕조에 관한 책을 썼습니다.,South Korea,twenties,male
common_voice_ko_36880227,"나도 사람이고 여자야, 알았니?",South Korea,twenties,male
common_voice_ko_36880228,동혁은 흐릿한 등잔 밑에서 눈을 꿈벅꿈벅하며 몇 번이나 편지를 내려읽고 치읽고 하였다.,South Korea,twenties,male
common_voice_ko_36880229,이 밤부터는 바람까지 일어서 휙휙 하는 소리가 그치지 않았다.,South Korea,twenties,male
common_voice_ko_36880230,몸과 맘 다 바쳐 이 조선.,South Korea,twenties,male
common_voice_ko_36880232,누구를 막론하고 붙잡고는 입에 술을 부어 넣어 주었습니다.,South Korea,twenties,male
