clip	duration[ms]
common_voice_ko_38383633.mp3	3960
common_voice_ko_37008625.mp3	19980
common_voice_ko_40495307.mp3	4896
common_voice_ko_35972594.mp3	10512
common_voice_ko_40495324.mp3	9036
common_voice_ko_37179246.mp3	4716
common_voice_ko_39744786.mp3	7848
common_voice_ko_36545228.mp3	4572
common_voice_ko_41797008.mp3	1980
common_voice_ko_38998521.mp3	4392
common_voice_ko_41668906.mp3	3132
common_voice_ko_38203336.mp3	7380
common_voice_ko_41698182.mp3	7560
common_voice_ko_36545225.mp3	4212
common_voice_ko_35891443.mp3	4968
common_voice_ko_36525167.mp3	7812
common_voice_ko_39744815.mp3	4176
common_voice_ko_41704587.mp3	1872
common_voice_ko_36545248.mp3	4068
common_voice_ko_40620808.mp3	6948
common_voice_ko_35972195.mp3	9684
common_voice_ko_35891027.mp3	7668
common_voice_ko_41668866.mp3	2628
common_voice_ko_41665013.mp3	2880
common_voice_ko_36880142.mp3	3636
common_voice_ko_41812987.mp3	3096
common_voice_ko_35890731.mp3	9612
common_voice_ko_41697967.mp3	7020
common_voice_ko_35970151.mp3	9144
common_voice_ko_39968139.mp3	7272
common_voice_ko_36549611.mp3	3888
common_voice_ko_36985021.mp3	9612
common_voice_ko_36899334.mp3	9144
common_voice_ko_41595466.mp3	1836
common_voice_ko_41668924.mp3	3132
common_voice_ko_40495405.mp3	5436
common_voice_ko_40206112.mp3	4500
common_voice_ko_35844025.mp3	3312
common_voice_ko_41704603.mp3	2880
common_voice_ko_41595448.mp3	2088
common_voice_ko_41668860.mp3	2196
common_voice_ko_38203265.mp3	5220
common_voice_ko_35904867.mp3	4068
common_voice_ko_36800754.mp3	6588
common_voice_ko_37159804.mp3	5580
common_voice_ko_39476339.mp3	7416
common_voice_ko_36549604.mp3	4536
common_voice_ko_36985149.mp3	4644
common_voice_ko_40669688.mp3	2880
common_voice_ko_39038002.mp3	6048
common_voice_ko_40612788.mp3	7272
common_voice_ko_37977382.mp3	3960
common_voice_ko_36474941.mp3	7380
common_voice_ko_41664466.mp3	4032
common_voice_ko_41036352.mp3	4500
common_voice_ko_36331018.mp3	3708
common_voice_ko_35846428.mp3	2808
common_voice_ko_38203315.mp3	7020
common_voice_ko_35970920.mp3	8712
common_voice_ko_36899348.mp3	7308
common_voice_ko_41742945.mp3	2376
common_voice_ko_39968153.mp3	5868
common_voice_ko_36525309.mp3	6768
common_voice_ko_39082020.mp3	6192
common_voice_ko_35846250.mp3	4428
common_voice_ko_35922971.mp3	5868
common_voice_ko_36880419.mp3	6336
common_voice_ko_40669641.mp3	6120
common_voice_ko_36838376.mp3	5940
common_voice_ko_39744902.mp3	9000
common_voice_ko_41704624.mp3	2160
common_voice_ko_41036287.mp3	2340
common_voice_ko_41761801.mp3	2808
common_voice_ko_40623862.mp3	5724
common_voice_ko_41799853.mp3	8136
common_voice_ko_35890595.mp3	5580
common_voice_ko_35845838.mp3	3780
common_voice_ko_36880072.mp3	7128
common_voice_ko_42135218.mp3	11916
common_voice_ko_39818860.mp3	6372
common_voice_ko_41667898.mp3	4068
common_voice_ko_36524940.mp3	4716
common_voice_ko_41664506.mp3	2520
common_voice_ko_39745191.mp3	6516
common_voice_ko_41796964.mp3	3420
common_voice_ko_36314606.mp3	6480
common_voice_ko_40495379.mp3	6732
common_voice_ko_36590124.mp3	4500
common_voice_ko_38383637.mp3	4068
common_voice_ko_41342281.mp3	9540
common_voice_ko_40549153.mp3	5076
common_voice_ko_41799659.mp3	3672
common_voice_ko_38998634.mp3	3204
common_voice_ko_41704615.mp3	2556
common_voice_ko_40495353.mp3	7956
common_voice_ko_39745122.mp3	6120
common_voice_ko_36985031.mp3	10116
common_voice_ko_35923257.mp3	4464
common_voice_ko_41761596.mp3	5040
common_voice_ko_35970917.mp3	10008
common_voice_ko_36655272.mp3	2736
common_voice_ko_36525168.mp3	7560
common_voice_ko_36890295.mp3	4644
common_voice_ko_41105330.mp3	5328
common_voice_ko_41667927.mp3	2016
common_voice_ko_35970878.mp3	8640
common_voice_ko_36552124.mp3	7164
common_voice_ko_36838388.mp3	4680
common_voice_ko_37212000.mp3	4536
common_voice_ko_37159816.mp3	7920
common_voice_ko_36880174.mp3	5076
common_voice_ko_36549623.mp3	3996
common_voice_ko_39818878.mp3	4428
common_voice_ko_35850710.mp3	4176
common_voice_ko_39942088.mp3	4932
common_voice_ko_41797029.mp3	1800
common_voice_ko_36985182.mp3	9000
common_voice_ko_36524931.mp3	6840
common_voice_ko_38998444.mp3	5544
common_voice_ko_42437047.mp3	3096
common_voice_ko_35846247.mp3	4716
common_voice_ko_39765464.mp3	6948
common_voice_ko_35891447.mp3	10548
common_voice_ko_35845959.mp3	9180
common_voice_ko_41797734.mp3	3600
common_voice_ko_35890759.mp3	9108
common_voice_ko_41797723.mp3	3276
common_voice_ko_39081925.mp3	6156
common_voice_ko_35852235.mp3	6300
common_voice_ko_36314639.mp3	1836
common_voice_ko_40612784.mp3	6372
common_voice_ko_40549152.mp3	8316
common_voice_ko_41704582.mp3	2916
common_voice_ko_35848148.mp3	6984
common_voice_ko_38552848.mp3	4176
common_voice_ko_35848502.mp3	4716
common_voice_ko_40549033.mp3	6660
common_voice_ko_36880332.mp3	5040
common_voice_ko_41869390.mp3	4248
common_voice_ko_41704537.mp3	1980
common_voice_ko_41761538.mp3	5940
common_voice_ko_36985143.mp3	9144
common_voice_ko_41797056.mp3	3816
common_voice_ko_36524785.mp3	3996
common_voice_ko_39082202.mp3	8028
common_voice_ko_42437036.mp3	4248
common_voice_ko_38257691.mp3	5328
common_voice_ko_41667882.mp3	1656
common_voice_ko_41796967.mp3	3636
common_voice_ko_36545230.mp3	3060
common_voice_ko_35844163.mp3	8424
common_voice_ko_39476368.mp3	7596
common_voice_ko_36890351.mp3	3636
common_voice_ko_40672722.mp3	2016
common_voice_ko_37159844.mp3	8316
common_voice_ko_41742848.mp3	7488
common_voice_ko_40549029.mp3	3060
common_voice_ko_37638447.mp3	5976
common_voice_ko_41074525.mp3	6156
common_voice_ko_40495328.mp3	3204
common_voice_ko_36880225.mp3	5328
common_voice_ko_36899360.mp3	9324
common_voice_ko_40549080.mp3	3600
common_voice_ko_42605328.mp3	4896
common_voice_ko_36899465.mp3	3528
common_voice_ko_37195209.mp3	5796
common_voice_ko_40623849.mp3	3960
common_voice_ko_40549561.mp3	3744
common_voice_ko_41665070.mp3	2196
common_voice_ko_36880280.mp3	7776
common_voice_ko_35972155.mp3	4716
common_voice_ko_36899470.mp3	10188
common_voice_ko_39853478.mp3	5400
common_voice_ko_40623841.mp3	7236
common_voice_ko_36305785.mp3	6768
common_voice_ko_41697963.mp3	8568
common_voice_ko_41668875.mp3	3816
common_voice_ko_41341841.mp3	5256
common_voice_ko_37159819.mp3	6588
common_voice_ko_41341823.mp3	6336
common_voice_ko_41698020.mp3	6876
common_voice_ko_36984572.mp3	5796
common_voice_ko_36802523.mp3	3348
common_voice_ko_40669659.mp3	2196
common_voice_ko_37532459.mp3	2808
common_voice_ko_36549540.mp3	6156
common_voice_ko_41797641.mp3	3636
common_voice_ko_42600856.mp3	3744
common_voice_ko_38998454.mp3	2124
common_voice_ko_36899364.mp3	8532
common_voice_ko_41797777.mp3	3240
common_voice_ko_41698121.mp3	8928
common_voice_ko_41797456.mp3	3168
common_voice_ko_35845146.mp3	9000
common_voice_ko_42600857.mp3	3888
common_voice_ko_37239006.mp3	4248
common_voice_ko_35890758.mp3	8856
common_voice_ko_41664534.mp3	6264
common_voice_ko_35848551.mp3	3996
common_voice_ko_41105395.mp3	2016
common_voice_ko_41341840.mp3	2808
common_voice_ko_41797596.mp3	4248
common_voice_ko_39082043.mp3	7236
common_voice_ko_41797027.mp3	2736
common_voice_ko_39082222.mp3	6336
common_voice_ko_40193102.mp3	6192
common_voice_ko_40901235.mp3	6480
common_voice_ko_39038047.mp3	3852
common_voice_ko_39835928.mp3	5040
common_voice_ko_39765466.mp3	3420
common_voice_ko_41105400.mp3	2628
common_voice_ko_35891393.mp3	8892
common_voice_ko_41036256.mp3	6804
common_voice_ko_41667941.mp3	2016
common_voice_ko_35971558.mp3	9036
common_voice_ko_41869386.mp3	4932
common_voice_ko_37444310.mp3	4572
common_voice_ko_36545211.mp3	6840
common_voice_ko_36880130.mp3	7848
common_voice_ko_36314608.mp3	4320
common_voice_ko_36899461.mp3	4068
common_voice_ko_36899353.mp3	10260
common_voice_ko_39161637.mp3	9936
common_voice_ko_35969403.mp3	4788
common_voice_ko_41105327.mp3	4752
common_voice_ko_41698160.mp3	6300
common_voice_ko_35845148.mp3	7452
common_voice_ko_37212003.mp3	4320
common_voice_ko_41683933.mp3	2376
common_voice_ko_39835936.mp3	5148
common_voice_ko_36880207.mp3	9288
common_voice_ko_41761594.mp3	4068
common_voice_ko_41761803.mp3	3888
common_voice_ko_36524871.mp3	5400
common_voice_ko_35923264.mp3	4536
common_voice_ko_37253548.mp3	7560
common_voice_ko_35847831.mp3	9900
common_voice_ko_39767682.mp3	6768
common_voice_ko_42507001.mp3	4500
common_voice_ko_41036343.mp3	2520
common_voice_ko_40482213.mp3	2376
common_voice_ko_41670968.mp3	2484
common_voice_ko_41036342.mp3	1944
common_voice_ko_41761897.mp3	3780
common_voice_ko_41683974.mp3	3348
common_voice_ko_41697980.mp3	8856
common_voice_ko_36984559.mp3	10512
common_voice_ko_36524881.mp3	6408
common_voice_ko_41704623.mp3	1764
common_voice_ko_36458007.mp3	4140
common_voice_ko_36802479.mp3	5688
common_voice_ko_36314523.mp3	2340
common_voice_ko_35892130.mp3	7488
common_voice_ko_36899464.mp3	6624
common_voice_ko_38998520.mp3	5652
common_voice_ko_39745163.mp3	5508
common_voice_ko_40901298.mp3	4680
common_voice_ko_37625780.mp3	2736
common_voice_ko_38203323.mp3	4320
common_voice_ko_36802433.mp3	4176
common_voice_ko_41704551.mp3	2340
common_voice_ko_41797736.mp3	2880
common_voice_ko_35845839.mp3	4680
common_voice_ko_39082088.mp3	3348
common_voice_ko_39769916.mp3	4104
common_voice_ko_41704569.mp3	2088
common_voice_ko_40495271.mp3	8136
common_voice_ko_41665056.mp3	6228
common_voice_ko_41869395.mp3	5256
common_voice_ko_42437037.mp3	4896
common_voice_ko_36984609.mp3	8568
common_voice_ko_35971951.mp3	5112
common_voice_ko_36326822.mp3	6300
common_voice_ko_38552850.mp3	5796
common_voice_ko_39082021.mp3	6768
common_voice_ko_40612781.mp3	3960
common_voice_ko_41036257.mp3	11124
common_voice_ko_37597008.mp3	5796
common_voice_ko_39744906.mp3	8100
common_voice_ko_36984945.mp3	7272
common_voice_ko_36880064.mp3	3240
common_voice_ko_35892171.mp3	8784
common_voice_ko_41668878.mp3	2088
common_voice_ko_35890674.mp3	9828
common_voice_ko_41342328.mp3	2628
common_voice_ko_36545186.mp3	3996
common_voice_ko_35845743.mp3	8460
common_voice_ko_37195204.mp3	5220
common_voice_ko_36985008.mp3	3924
common_voice_ko_41797137.mp3	2340
common_voice_ko_35850745.mp3	3960
common_voice_ko_41665066.mp3	2556
common_voice_ko_36890611.mp3	2268
common_voice_ko_39968142.mp3	6300
common_voice_ko_41342386.mp3	2700
common_voice_ko_37386649.mp3	7020
common_voice_ko_36524884.mp3	7884
common_voice_ko_36984595.mp3	9900
common_voice_ko_40277591.mp3	6156
common_voice_ko_36314656.mp3	3600
common_voice_ko_36880393.mp3	5256
common_voice_ko_39038377.mp3	3816
common_voice_ko_36525307.mp3	3456
common_voice_ko_36880080.mp3	5040
common_voice_ko_36525146.mp3	2484
common_voice_ko_41667822.mp3	2520
common_voice_ko_37378951.mp3	6948
common_voice_ko_39046582.mp3	4428
common_voice_ko_35850881.mp3	5076
common_voice_ko_36545254.mp3	8784
common_voice_ko_39082500.mp3	5220
common_voice_ko_40482205.mp3	5220
common_voice_ko_36880077.mp3	4680
common_voice_ko_35845801.mp3	4248
common_voice_ko_41665078.mp3	2448
common_voice_ko_36890298.mp3	5616
common_voice_ko_35846390.mp3	6696
common_voice_ko_41664476.mp3	2556
common_voice_ko_35846647.mp3	3816
common_voice_ko_40620806.mp3	7308
common_voice_ko_36524998.mp3	4644
common_voice_ko_41869402.mp3	4608
common_voice_ko_36880330.mp3	7740
common_voice_ko_41704630.mp3	1764
common_voice_ko_39744722.mp3	5076
common_voice_ko_35970121.mp3	8064
common_voice_ko_41704606.mp3	2304
common_voice_ko_35970431.mp3	4032
common_voice_ko_41667908.mp3	2448
common_voice_ko_40425527.mp3	5832
common_voice_ko_35890732.mp3	9036
common_voice_ko_35971399.mp3	8496
common_voice_ko_35904928.mp3	3816
common_voice_ko_38203479.mp3	4176
common_voice_ko_41742818.mp3	2556
common_voice_ko_35970826.mp3	9792
common_voice_ko_35848223.mp3	6156
common_voice_ko_41664518.mp3	2304
common_voice_ko_41595428.mp3	1512
common_voice_ko_36800712.mp3	6696
common_voice_ko_36394267.mp3	5400
common_voice_ko_35845955.mp3	10296
common_voice_ko_41704595.mp3	2052
common_voice_ko_37159802.mp3	5400
common_voice_ko_41796988.mp3	1656
common_voice_ko_39744926.mp3	5796
common_voice_ko_42135463.mp3	2988
common_voice_ko_36890766.mp3	5436
common_voice_ko_38998657.mp3	2808
common_voice_ko_35969406.mp3	9936
common_voice_ko_37212037.mp3	3168
common_voice_ko_35970429.mp3	9612
common_voice_ko_36525266.mp3	4608
common_voice_ko_41665077.mp3	7740
common_voice_ko_37212019.mp3	4248
common_voice_ko_35891440.mp3	10512
common_voice_ko_38998443.mp3	2196
common_voice_ko_36838402.mp3	4428
common_voice_ko_41665027.mp3	5580
common_voice_ko_35884370.mp3	6300
common_voice_ko_41797651.mp3	2556
common_voice_ko_36545273.mp3	7164
common_voice_ko_36985045.mp3	5508
common_voice_ko_38203340.mp3	4356
common_voice_ko_39910887.mp3	8172
common_voice_ko_40901304.mp3	3240
common_voice_ko_39744841.mp3	6840
common_voice_ko_38383609.mp3	7236
common_voice_ko_36314603.mp3	3456
common_voice_ko_36985127.mp3	3384
common_voice_ko_41342325.mp3	2808
common_voice_ko_38203550.mp3	6300
common_voice_ko_41341868.mp3	7056
common_voice_ko_41667919.mp3	5508
common_voice_ko_36984943.mp3	9648
common_voice_ko_41761855.mp3	2988
common_voice_ko_35969161.mp3	10548
common_voice_ko_41595622.mp3	2808
common_voice_ko_41697955.mp3	6876
common_voice_ko_41670895.mp3	4824
common_voice_ko_36838365.mp3	6948
common_voice_ko_39767692.mp3	6696
common_voice_ko_37018705.mp3	5760
common_voice_ko_36525116.mp3	7020
common_voice_ko_36880054.mp3	5760
common_voice_ko_36314651.mp3	3168
common_voice_ko_41105390.mp3	5976
common_voice_ko_36899467.mp3	10260
common_voice_ko_36880105.mp3	7416
common_voice_ko_38998675.mp3	1944
common_voice_ko_38383618.mp3	5076
common_voice_ko_41704577.mp3	2088
common_voice_ko_39809137.mp3	6012
common_voice_ko_41668889.mp3	2520
common_voice_ko_36545227.mp3	8496
common_voice_ko_35971343.mp3	7848
common_voice_ko_41797112.mp3	3780
common_voice_ko_36880181.mp3	2556
common_voice_ko_39082256.mp3	7452
common_voice_ko_41869399.mp3	2952
common_voice_ko_36880230.mp3	3456
common_voice_ko_41813103.mp3	2736
common_voice_ko_36890612.mp3	4680
common_voice_ko_41664488.mp3	3132
common_voice_ko_38997873.mp3	8928
common_voice_ko_41341867.mp3	3888
common_voice_ko_36802481.mp3	3816
common_voice_ko_42437033.mp3	6552
common_voice_ko_42194402.mp3	5256
common_voice_ko_35971949.mp3	4104
common_voice_ko_38203501.mp3	4536
common_voice_ko_39853498.mp3	5400
common_voice_ko_35845808.mp3	6408
common_voice_ko_35969656.mp3	6840
common_voice_ko_38203527.mp3	6660
common_voice_ko_41704632.mp3	1764
common_voice_ko_35850840.mp3	4896
common_voice_ko_35972929.mp3	3636
common_voice_ko_37211945.mp3	6300
common_voice_ko_36880189.mp3	5076
common_voice_ko_41595461.mp3	2664
common_voice_ko_37195188.mp3	4032
common_voice_ko_39081985.mp3	5796
common_voice_ko_35972149.mp3	5796
common_voice_ko_39968149.mp3	4824
common_voice_ko_41668919.mp3	2088
common_voice_ko_41796991.mp3	1908
common_voice_ko_40057469.mp3	4680
common_voice_ko_41698200.mp3	6408
common_voice_ko_39765468.mp3	3960
common_voice_ko_41595625.mp3	2196
common_voice_ko_40669674.mp3	4608
common_voice_ko_40620805.mp3	5796
common_voice_ko_36524779.mp3	8496
common_voice_ko_39968166.mp3	4608
common_voice_ko_41668893.mp3	7236
common_voice_ko_42507004.mp3	3888
common_voice_ko_35844231.mp3	4320
common_voice_ko_39769953.mp3	5148
common_voice_ko_36438706.mp3	5076
common_voice_ko_37212010.mp3	3096
common_voice_ko_36438703.mp3	5868
common_voice_ko_35847830.mp3	10296
common_voice_ko_36880400.mp3	7020
common_voice_ko_38998602.mp3	5400
common_voice_ko_39942083.mp3	4104
common_voice_ko_35846031.mp3	3096
common_voice_ko_36899352.mp3	10332
common_voice_ko_37444307.mp3	7020
common_voice_ko_41797454.mp3	3528
common_voice_ko_39910918.mp3	10116
common_voice_ko_36880325.mp3	8388
common_voice_ko_41797597.mp3	4248
common_voice_ko_36880150.mp3	5040
common_voice_ko_39046696.mp3	2628
common_voice_ko_36314510.mp3	6156
common_voice_ko_40066832.mp3	3060
common_voice_ko_41595614.mp3	2664
common_voice_ko_41667879.mp3	3276
common_voice_ko_39767689.mp3	6984
common_voice_ko_40952187.mp3	9828
common_voice_ko_41697927.mp3	6588
common_voice_ko_42135431.mp3	4356
common_voice_ko_40620801.mp3	3024
common_voice_ko_38998456.mp3	4860
common_voice_ko_36899475.mp3	9540
common_voice_ko_42600847.mp3	3420
common_voice_ko_41342351.mp3	2376
common_voice_ko_36985047.mp3	10368
common_voice_ko_41797007.mp3	5040
common_voice_ko_40952183.mp3	6768
common_voice_ko_38203616.mp3	3528
common_voice_ko_35846193.mp3	4176
common_voice_ko_41665006.mp3	12600
common_voice_ko_41698330.mp3	6048
common_voice_ko_35884397.mp3	6048
common_voice_ko_41667909.mp3	7236
common_voice_ko_40669646.mp3	4248
common_voice_ko_35970153.mp3	7992
common_voice_ko_40095637.mp3	8460
common_voice_ko_37195168.mp3	6696
common_voice_ko_41743002.mp3	2916
common_voice_ko_38203440.mp3	7056
common_voice_ko_36314610.mp3	3888
common_voice_ko_35850425.mp3	5328
common_voice_ko_36314622.mp3	2088
common_voice_ko_41704640.mp3	1836
common_voice_ko_37805955.mp3	5616
common_voice_ko_38998690.mp3	4968
common_voice_ko_41742753.mp3	4536
common_voice_ko_36800753.mp3	5220
common_voice_ko_40193104.mp3	6732
common_voice_ko_36545196.mp3	4320
common_voice_ko_41670896.mp3	4788
common_voice_ko_40669676.mp3	2988
common_voice_ko_36506457.mp3	5652
common_voice_ko_38383613.mp3	9576
common_voice_ko_39082240.mp3	6444
common_voice_ko_41668888.mp3	5076
common_voice_ko_41105381.mp3	5184
common_voice_ko_35848219.mp3	7236
common_voice_ko_35891557.mp3	4752
common_voice_ko_35965290.mp3	6516
common_voice_ko_41665091.mp3	3348
common_voice_ko_38998743.mp3	3636
common_voice_ko_35971278.mp3	9504
common_voice_ko_36549616.mp3	3996
common_voice_ko_41664484.mp3	3600
common_voice_ko_37211953.mp3	2268
common_voice_ko_40620811.mp3	3240
common_voice_ko_36899431.mp3	8640
common_voice_ko_36549607.mp3	5616
common_voice_ko_36880194.mp3	6660
common_voice_ko_36549614.mp3	3780
common_voice_ko_36549542.mp3	4500
common_voice_ko_41105391.mp3	2520
common_voice_ko_36899332.mp3	7524
common_voice_ko_41683742.mp3	3708
common_voice_ko_35972103.mp3	5076
common_voice_ko_41742798.mp3	7128
common_voice_ko_39744817.mp3	5616
common_voice_ko_36984514.mp3	9144
common_voice_ko_41664537.mp3	3528
common_voice_ko_36590132.mp3	5148
common_voice_ko_41667926.mp3	4608
common_voice_ko_36835726.mp3	6696
common_voice_ko_37212001.mp3	2880
common_voice_ko_41742971.mp3	2520
common_voice_ko_39038378.mp3	4464
common_voice_ko_40193098.mp3	3312
common_voice_ko_41665030.mp3	2556
common_voice_ko_36314668.mp3	1980
common_voice_ko_40495250.mp3	8496
common_voice_ko_36305787.mp3	3456
common_voice_ko_41799443.mp3	2448
common_voice_ko_40549081.mp3	5328
common_voice_ko_41742776.mp3	5040
common_voice_ko_41683940.mp3	2016
common_voice_ko_35969235.mp3	2916
common_voice_ko_36899482.mp3	10368
common_voice_ko_36802526.mp3	5076
common_voice_ko_37195170.mp3	6156
common_voice_ko_37212020.mp3	2880
common_voice_ko_36880373.mp3	5580
common_voice_ko_35970308.mp3	6984
common_voice_ko_36985181.mp3	7524
common_voice_ko_36802482.mp3	4248
common_voice_ko_35971935.mp3	9720
common_voice_ko_39037996.mp3	6516
common_voice_ko_42437045.mp3	2736
common_voice_ko_36880197.mp3	3996
common_voice_ko_40952199.mp3	5796
common_voice_ko_41684721.mp3	2088
common_voice_ko_41704599.mp3	2268
common_voice_ko_35972100.mp3	4716
common_voice_ko_41595623.mp3	2880
common_voice_ko_39744755.mp3	5508
common_voice_ko_41667952.mp3	5796
common_voice_ko_39082483.mp3	7884
common_voice_ko_37444308.mp3	5436
common_voice_ko_41742929.mp3	2340
common_voice_ko_41528278.mp3	3168
common_voice_ko_41704536.mp3	2016
common_voice_ko_41664492.mp3	2448
common_voice_ko_35971463.mp3	10224
common_voice_ko_40549042.mp3	3348
common_voice_ko_35850877.mp3	3780
common_voice_ko_37247554.mp3	4680
common_voice_ko_36549581.mp3	3708
common_voice_ko_39745083.mp3	6516
common_voice_ko_38225776.mp3	7488
common_voice_ko_41665062.mp3	2268
common_voice_ko_36899362.mp3	6984
common_voice_ko_41869310.mp3	8208
common_voice_ko_37451138.mp3	6120
common_voice_ko_41668836.mp3	5616
common_voice_ko_42135491.mp3	3960
common_voice_ko_36305788.mp3	2808
common_voice_ko_36880380.mp3	4896
common_voice_ko_35971317.mp3	8964
common_voice_ko_40952202.mp3	8856
common_voice_ko_36880135.mp3	3348
common_voice_ko_36899346.mp3	4752
common_voice_ko_35890730.mp3	9900
common_voice_ko_35846191.mp3	4140
common_voice_ko_41761899.mp3	5076
common_voice_ko_36549538.mp3	6336
common_voice_ko_41665395.mp3	2988
common_voice_ko_41797378.mp3	4536
common_voice_ko_36880162.mp3	4140
common_voice_ko_36549626.mp3	6516
common_voice_ko_36880136.mp3	2880
common_voice_ko_35850420.mp3	6660
common_voice_ko_36433057.mp3	8028
common_voice_ko_36880149.mp3	7056
common_voice_ko_40549144.mp3	5760
common_voice_ko_35970604.mp3	10224
common_voice_ko_41698075.mp3	3780
common_voice_ko_36985152.mp3	5652
common_voice_ko_41105384.mp3	4968
common_voice_ko_36802514.mp3	3636
common_voice_ko_41799858.mp3	4428
common_voice_ko_38203225.mp3	5760
common_voice_ko_36545203.mp3	5364
common_voice_ko_36880366.mp3	3708
common_voice_ko_36524845.mp3	4680
common_voice_ko_41665017.mp3	3096
common_voice_ko_35852127.mp3	4896
common_voice_ko_40669677.mp3	4356
common_voice_ko_39082449.mp3	3240
common_voice_ko_37211970.mp3	3996
common_voice_ko_35850231.mp3	7560
common_voice_ko_42600838.mp3	5580
common_voice_ko_36880394.mp3	4140
common_voice_ko_41796935.mp3	2196
common_voice_ko_41668846.mp3	2628
common_voice_ko_35848358.mp3	8820
common_voice_ko_41697925.mp3	7740
common_voice_ko_42135191.mp3	8676
common_voice_ko_41105363.mp3	5904
common_voice_ko_36880308.mp3	7308
common_voice_ko_41799881.mp3	2844
common_voice_ko_40620804.mp3	5148
common_voice_ko_41595639.mp3	2268
common_voice_ko_40548965.mp3	4248
common_voice_ko_41799467.mp3	1692
common_voice_ko_42194396.mp3	3888
common_voice_ko_35846273.mp3	6048
common_voice_ko_35844400.mp3	6156
common_voice_ko_41036359.mp3	6696
common_voice_ko_35847678.mp3	6192
common_voice_ko_39082340.mp3	6732
common_voice_ko_40946312.mp3	5868
common_voice_ko_36802456.mp3	3276
common_voice_ko_39745126.mp3	3708
common_voice_ko_39787007.mp3	5940
common_voice_ko_40952200.mp3	7740
common_voice_ko_35845151.mp3	7776
common_voice_ko_38998782.mp3	4428
common_voice_ko_37018706.mp3	8676
common_voice_ko_41797229.mp3	5616
common_voice_ko_40425525.mp3	5400
common_voice_ko_36880209.mp3	5580
common_voice_ko_41697794.mp3	5508
common_voice_ko_36305784.mp3	4716
common_voice_ko_41664473.mp3	6516
common_voice_ko_36899345.mp3	9864
common_voice_ko_39038159.mp3	4716
common_voice_ko_41667828.mp3	2196
common_voice_ko_41665003.mp3	12456
common_voice_ko_35846267.mp3	4176
common_voice_ko_41698185.mp3	9216
common_voice_ko_36899434.mp3	10332
common_voice_ko_39082110.mp3	2340
common_voice_ko_36880187.mp3	5076
common_voice_ko_41342374.mp3	2196
common_voice_ko_39745052.mp3	6588
common_voice_ko_37212011.mp3	3276
common_voice_ko_41761885.mp3	5616
common_voice_ko_35922805.mp3	7812
common_voice_ko_41704626.mp3	1872
common_voice_ko_42194373.mp3	3960
common_voice_ko_36899481.mp3	9792
common_voice_ko_41704634.mp3	1728
common_voice_ko_35846101.mp3	5796
common_voice_ko_35850372.mp3	5868
common_voice_ko_37211988.mp3	3996
common_voice_ko_41697890.mp3	7596
common_voice_ko_41665071.mp3	2448
common_voice_ko_35972097.mp3	5112
common_voice_ko_39082306.mp3	7740
common_voice_ko_41698181.mp3	5148
common_voice_ko_41799855.mp3	3204
common_voice_ko_40239690.mp3	6696
common_voice_ko_36880410.mp3	8640
common_voice_ko_35922875.mp3	3852
common_voice_ko_38998522.mp3	2088
common_voice_ko_40612792.mp3	2880
common_voice_ko_38998003.mp3	4968
common_voice_ko_41665090.mp3	3276
common_voice_ko_35845990.mp3	5976
common_voice_ko_39623362.mp3	5148
common_voice_ko_38203543.mp3	5436
common_voice_ko_41664456.mp3	4896
common_voice_ko_36314702.mp3	2448
common_voice_ko_37159818.mp3	5508
common_voice_ko_41869401.mp3	5724
common_voice_ko_36880424.mp3	6228
common_voice_ko_39835929.mp3	3240
common_voice_ko_42135489.mp3	3240
common_voice_ko_35850519.mp3	4176
common_voice_ko_38697628.mp3	3528
common_voice_ko_35969160.mp3	7272
common_voice_ko_35965271.mp3	6516
common_voice_ko_41796986.mp3	3888
common_voice_ko_41341865.mp3	7416
common_voice_ko_36524897.mp3	5112
common_voice_ko_41105403.mp3	3528
common_voice_ko_36899452.mp3	4356
common_voice_ko_36455827.mp3	5508
common_voice_ko_36838392.mp3	4968
common_voice_ko_36899369.mp3	8244
common_voice_ko_41797042.mp3	1908
common_voice_ko_39818881.mp3	3816
common_voice_ko_36438716.mp3	6120
common_voice_ko_41704616.mp3	2304
common_voice_ko_42605359.mp3	6048
common_voice_ko_35847348.mp3	9828
common_voice_ko_36545219.mp3	5652
common_voice_ko_35850749.mp3	5400
common_voice_ko_36890639.mp3	2916
common_voice_ko_41668912.mp3	2736
common_voice_ko_39016709.mp3	5436
common_voice_ko_41667900.mp3	4320
common_voice_ko_40549142.mp3	6948
common_voice_ko_35850838.mp3	5688
common_voice_ko_35850371.mp3	7560
common_voice_ko_36890314.mp3	7416
common_voice_ko_36524949.mp3	7164
common_voice_ko_41670899.mp3	4068
common_voice_ko_38203247.mp3	5868
common_voice_ko_41664455.mp3	6372
common_voice_ko_35972247.mp3	5940
common_voice_ko_41797335.mp3	1800
common_voice_ko_35970009.mp3	7452
common_voice_ko_37018722.mp3	5796
common_voice_ko_39038087.mp3	4176
common_voice_ko_42600845.mp3	4212
common_voice_ko_39082122.mp3	3816
common_voice_ko_39037997.mp3	6300
common_voice_ko_38203481.mp3	3960
common_voice_ko_36525203.mp3	4680
common_voice_ko_41342392.mp3	2700
common_voice_ko_36655273.mp3	8856
common_voice_ko_36524809.mp3	5652
common_voice_ko_36880071.mp3	5148
